,nd,tsd
3215,30691,32728
3216,31317,33315
3217,31523,33477
3218,31397,33407
3219,30885,32959
3220,30572,32667
3221,30656,32842
3222,30178,32650
3223,29403,32043
3224,28844,31472
3225,28756,31294
3226,29191,32338
3227,30417,33655
3228,33775,36192
3229,36625,38151
3230,40185,41502
3231,41740,43204
3232,43092,44645
3233,43614,45161
3234,44647,46188
3235,45053,46661
3236,45042,46985
3237,45170,47103
3238,45247,46965
3239,45265,46697
3240,45339,46783
3241,44895,46334
3242,44650,46262
3243,44463,46343
3244,44409,46289
3245,44035,45970
3246,43553,44650
3247,43958,44984
3248,44701,45727
3249,45894,46924
3250,46903,47932
3251,47739,48771
3252,49898,50929
3253,50505,51518
3254,49670,50591
3255,48231,49150
3256,46625,47534
3257,45031,45880
3258,43352,44366
3259,41021,42045
3260,38657,39613
3261,36522,37741
3262,34302,36696
3263,32945,36024
3264,33508,36464
3265,33571,36430
3266,33557,36630
3267,32921,36132
3268,32569,35688
3269,32669,35778
3270,32138,35459
3271,31187,34720
3272,30658,34150
3273,30574,33941
3274,31034,34601
3275,32266,35752
3276,35246,38270
3277,38067,40379
3278,41521,43536
3279,43065,45168
3280,44144,46391
3281,44431,46723
3282,44927,47245
3283,45208,47507
3284,45204,47573
3285,45181,47642
3286,45304,47826
3287,45426,47691
3288,45531,47795
3289,45217,47478
3290,45255,47690
3291,45114,47826
3292,45056,47793
3293,44708,47464
3294,44267,46172
3295,44720,46595
3296,45351,47542
3297,46311,48431
3298,46905,47868
3299,47114,48072
3300,49191,50140
3301,50569,51514
3302,50068,51462
3303,48726,50208
3304,47355,48209
3305,45964,46876
3306,44125,45805
3307,42018,43869
3308,39867,41731
3309,37704,40044
3310,35427,38056
3311,33952,36959
3312,34389,37101
3313,34324,36961
3314,34264,36765
3315,33493,36133
3316,33208,35634
3317,33142,35568
3318,32539,35405
3319,31787,34754
3320,31170,34132
3321,31064,34087
3322,31666,35268
3323,32792,36485
3324,35663,38943
3325,38392,40621
3326,41851,44021
3327,43584,45985
3328,44449,46866
3329,44765,47182
3330,45557,47968
3331,45660,48011
3332,45555,47878
3333,45537,47885
3334,45482,47846
3335,45463,47826
3336,45408,47771
3337,45058,47421
3338,44955,47319
3339,44636,46998
3340,44450,46811
3341,43998,46357
3342,43577,45362
3343,44002,45642
3344,44777,46116
3345,45817,47048
3346,46711,47557
3347,47233,48206
3348,49027,50059
3349,49737,50746
3350,48764,49674
3351,47227,48139
3352,45825,46739
3353,43995,44910
3354,42328,43513
3355,40268,41458
3356,38104,39293
3357,36037,37298
3358,33522,36261
3359,32316,35399
3360,32539,35580
3361,32598,35591
3362,32393,35422
3363,31675,34817
3364,31243,34298
3365,31170,34234
3366,30438,33575
3367,29574,32694
3368,29087,32351
3369,29029,32218
3370,29555,33077
3371,30883,34245
3372,33734,36585
3373,36365,38591
3374,39914,41829
3375,41594,43629
3376,42672,44625
3377,43042,45216
3378,43785,46215
3379,44025,46042
3380,44056,46061
3381,44046,46049
3382,44067,46109
3383,44162,46219
3384,44276,46324
3385,44005,46070
3386,43978,46014
3387,43681,45637
3388,43509,45573
3389,43171,45285
3390,42931,44937
3391,43311,45399
3392,43854,45371
3393,44738,46118
3394,45555,46275
3395,46202,46926
3396,47895,48622
3397,49133,49849
3398,48282,49144
3399,46898,47774
3400,45997,46841
3401,44127,45042
3402,42785,44255
3403,40514,42013
3404,38646,40255
3405,36760,38503
3406,34514,37009
3407,33328,35996
3408,33662,36011
3409,33493,35949
3410,33222,35696
3411,32478,35068
3412,31949,34487
3413,31908,34041
3414,31034,33555
3415,30347,32961
3416,29775,32348
3417,29745,32535
3418,30283,33348
3419,31481,34538
3420,34127,36443
3421,36833,38799
3422,40218,41528
3423,41751,43250
3424,42877,44443
3425,43093,44650
3426,43488,45003
3427,43893,45403
3428,43923,45438
3429,43788,45269
3430,43806,45252
3431,43871,45270
3432,43958,45294
3433,43529,44905
3434,43607,45002
3435,43422,44726
3436,43311,44599
3437,42798,44099
3438,42382,43865
3439,42611,44124
3440,43215,44434
3441,43903,45054
3442,44575,45298
3443,44764,45488
3444,46191,46920
3445,47006,47733
3446,46080,46961
3447,44469,45313
3448,43093,43933
3449,41434,42223
3450,40109,41081
3451,38113,39306
3452,36596,37914
3453,35133,36465
3454,33454,34976
3455,32429,34720
3456,32836,35063
3457,32510,34757
3458,31708,34242
3459,30640,33190
3460,29966,32502
3461,29591,32065
3462,28741,31221
3463,27850,30315
3464,27165,29605
3465,26971,29387
3466,26939,29274
3467,27208,29544
3468,27933,30018
3469,28454,29821
3470,30011,30622
3471,31192,31803
3472,33107,33717
3473,34959,35567
3474,36376,36984
3475,36822,37511
3476,37310,37995
3477,37405,38118
3478,37364,38081
3479,37415,38151
3480,37464,38204
3481,37007,37697
3482,36484,37178
3483,35923,36545
3484,35546,36169
3485,35126,35748
3486,35004,35761
3487,34888,35720
3488,35168,35926
3489,35892,36519
3490,37135,37832
3491,38458,39258
3492,40417,41200
3493,42393,43136
3494,42097,42885
3495,40496,41398
3496,39496,40386
3497,38504,39291
3498,37363,38193
3499,35936,36772
3500,34491,35349
3501,33516,34335
3502,32233,33308
3503,31273,32453
3504,31674,32857
3505,31473,32626
3506,30931,32524
3507,29966,31741
3508,29315,31093
3509,29155,31002
3510,28367,30852
3511,27540,30019
3512,27076,29545
3513,26932,29329
3514,26803,29086
3515,26828,29112
3516,26992,29269
3517,27151,29405
3518,27927,29433
3519,28677,29596
3520,30433,31053
3521,32133,32781
3522,33822,34440
3523,34770,35460
3524,35607,36442
3525,35983,36864
3526,36242,37132
3527,36557,37465
3528,36817,37675
3529,36598,37461
3530,36143,36994
3531,35542,36374
3532,35210,36042
3533,34863,35661
3534,34736,35418
3535,34959,35636
3536,35539,36163
3537,36252,36929
3538,37413,38038
3539,38554,39186
3540,40890,41518
3541,42727,43522
3542,42468,43443
3543,41447,42260
3544,40639,41488
3545,39367,40266
3546,38369,39282
3547,36536,37441
3548,34923,35739
3549,33012,34002
3550,30998,33301
3551,30061,32592
3552,30540,33056
3553,30596,33032
3554,30395,33012
3555,29758,32419
3556,29281,31614
3557,29133,31261
3558,28547,30937
3559,27970,30686
3560,27558,30305
3561,27649,30420
3562,28348,30881
3563,29873,31965
3564,32668,34687
3565,35653,37705
3566,39115,40595
3567,40705,42185
3568,42024,43505
3569,42436,43902
3570,43005,44424
3571,43163,44710
3572,43153,45099
3573,43056,44857
3574,43099,44882
3575,43021,44866
3576,42992,44958
3577,42705,44702
3578,42574,44503
3579,42226,44152
3580,42124,43873
3581,41672,43120
3582,41387,42873
3583,41807,43289
3584,42398,43683
3585,43145,44444
3586,43779,44751
3587,44053,45080
3588,45678,46708
3589,48030,49039
3590,47698,48615
3591,46382,47298
3592,45101,46016
3593,43476,44394
3594,42038,43251
3595,39752,40986
3596,37552,38745
3597,35359,36679
3598,33081,35272
3599,31706,34269
3600,32020,34534
3601,32002,34464
3602,31702,34257
3603,30930,33481
3604,30359,32946
3605,30244,32838
3606,29602,32165
3607,28906,31484
3608,28565,31190
3609,28544,31041
3610,29016,30887
3611,30436,33108
3612,33096,35593
3613,36043,38327
3614,39337,40092
3615,40885,41609
3616,42073,42723
3617,42287,42930
3618,42945,43586
3619,43117,43887
3620,43090,43974
3621,43110,44043
3622,43133,44070
3623,43175,44038
3624,43266,44129
3625,42894,43758
3626,42684,43548
3627,42346,43207
3628,42246,43107
3629,41860,42721
3630,41554,42484
3631,41838,42769
3632,42641,43502
3633,43601,44448
3634,44381,45155
3635,44741,45557
3636,45960,46785
3637,48074,48903
3638,47914,48753
3639,46302,47211
3640,45605,46441
3641,43700,44536
3642,41893,42796
3643,39531,40378
3644,37465,38278
3645,35282,36086
3646,33041,34443
3647,31669,33663
3648,31957,33911
3649,31842,33798
3650,31563,33560
3651,30787,32851
3652,30403,32475
3653,30364,32584
3654,29717,32137
3655,29070,31484
3656,28699,31098
3657,28653,30961
3658,29373,31871
3659,30769,33519
3660,33223,35857
3661,36456,38662
3662,39877,41061
3663,41482,42784
3664,42367,43437
3665,42733,43807
3666,43544,44682
3667,43689,44961
3668,43605,44917
3669,43558,44826
3670,43509,44778
3671,43454,44714
3672,43388,44644
3673,42961,44232
3674,42478,43749
3675,42284,43549
3676,42014,43283
3677,41582,42909
3678,41164,42201
3679,41290,42265
3680,41919,42923
3681,42741,43692
3682,43311,44299
3683,43490,44473
3684,44608,45566
3685,47493,48422
3686,47568,48424
3687,46539,47456
3688,45676,46554
3689,43650,44566
3690,42305,43215
3691,39988,40898
3692,37804,38672
3693,35599,36620
3694,33294,35307
3695,31934,35105
3696,32103,35370
3697,31968,35093
3698,31618,34706
3699,30870,33963
3700,30359,33294
3701,30244,33073
3702,29628,32695
3703,28953,31858
3704,28545,31718
3705,28541,32139
3706,29167,32635
3707,30374,33555
3708,32823,35880
3709,36037,38560
3710,39661,41384
3711,41265,43074
3712,42289,44206
3713,42523,44458
3714,43148,45083
3715,43213,45156
3716,43044,45052
3717,43008,44992
3718,42894,44746
3719,42893,44728
3720,42938,44772
3721,42470,44317
3722,42331,44247
3723,42322,44166
3724,42270,44103
3725,41860,43693
3726,41614,43212
3727,41893,43492
3728,42697,44295
3729,43396,44992
3730,43989,44934
3731,44156,45101
3732,45136,46045
3733,47611,48479
3734,47489,48242
3735,46337,47105
3736,45483,46465
3737,43703,44745
3738,42151,43754
3739,39715,41606
3740,37473,39318
3741,35433,37303
3742,33107,34790
3743,31655,34182
3744,31821,34252
3745,31694,34063
3746,31404,33833
3747,30587,33055
3748,30044,32546
3749,30081,32656
3750,29435,32070
3751,28732,31355
3752,28280,30896
3753,28260,30826
3754,29000,32147
3755,30238,33447
3756,32509,35611
3757,35673,38539
3758,39122,40825
3759,40911,42712
3760,42107,43409
3761,42371,43708
3762,42873,44211
3763,42871,44289
3764,42681,44036
3765,42572,43880
3766,42475,43729
3767,42353,43577
3768,42191,43395
3769,41687,42925
3770,41156,42361
3771,40859,42393
3772,40595,42188
3773,40029,41590
3774,39327,40243
3775,39407,40355
3776,39868,40811
3777,40643,41564
3778,41267,42072
3779,41359,42094
3780,42264,42985
3781,45260,46106
3782,45624,46488
3783,44371,45286
3784,43006,43856
3785,41522,42357
3786,40249,41059
3787,38374,39209
3788,36563,37399
3789,34994,35916
3790,33067,34995
3791,32063,34193
3792,32194,34011
3793,31919,33660
3794,31352,33330
3795,30422,32590
3796,29731,31846
3797,29512,31518
3798,28806,31015
3799,28075,30342
3800,27558,29781
3801,27448,29593
3802,27413,29409
3803,27603,29567
3804,28059,30021
3805,29201,30473
3806,30798,31406
3807,32223,32886
3808,34390,35121
3809,35957,36633
3810,37190,37786
3811,37370,38048
3812,37537,38255
3813,37280,37982
3814,37065,37770
3815,36785,37459
3816,36593,37219
3817,35935,36558
3818,35366,36125
3819,34811,35639
3820,34429,35255
3821,34000,34746
3822,33812,34431
3823,33811,34430
3824,34164,34786
3825,35142,35762
3826,36316,36928
3827,37467,38082
3828,38722,39339
3829,41314,41886
3830,41188,41935
3831,40361,41200
3832,39256,40092
3833,38017,38817
3834,36786,37625
3835,35352,36251
3836,33915,34774
3837,32948,33824
3838,31666,32704
3839,30826,32203
3840,31010,32203
3841,30585,31700
3842,29973,31208
3843,29033,30834
3844,28402,30366
3845,28125,30094
3846,27290,29479
3847,26512,28699
3848,25893,28026
3849,25653,27707
3850,25635,27671
3851,25632,27666
3852,25558,27578
3853,26038,27955
3854,26925,28478
3855,27708,28999
3856,29635,30466
3857,31233,31987
3858,32827,33446
3859,33892,34510
3860,34619,35239
3861,35066,35698
3862,35286,35907
3863,35531,36154
3864,35742,36425
3865,35611,36302
3866,34926,35720
3867,34338,35163
3868,34000,34801
3869,33433,34213
3870,33238,33919
3871,33380,34056
3872,33686,34309
3873,34129,34751
3874,34833,35456
3875,35316,35942
3876,36778,37403
3877,39486,40107
3878,40215,40837
3879,39486,40148
3880,39185,39812
3881,37866,38564
3882,37072,37899
3883,35286,36199
3884,33702,34610
3885,32047,33016
3886,30027,31927
3887,28772,31025
3888,29026,31269
3889,28921,31145
3890,28625,30842
3891,27818,30029
3892,27356,29676
3893,27362,29565
3894,26764,29021
3895,26229,28445
3896,25957,27970
3897,26000,27976
3898,26694,27726
3899,27898,28630
3900,30332,30961
3901,33502,34136
3902,37223,37936
3903,39194,39923
3904,40598,41358
3905,41136,41935
3906,42158,42957
3907,42507,43339
3908,42680,43578
3909,42800,43633
3910,43040,43895
3911,43262,44134
3912,43494,44380
3913,43295,44194
3914,43107,43927
3915,43047,43764
3916,42978,43693
3917,42584,43299
3918,42436,43221
3919,42876,43672
3920,43567,44365
3921,44368,45163
3922,44604,45400
3923,44081,44881
3924,44528,45331
3925,46932,47715
3926,47400,48090
3927,46269,47071
3928,44774,45568
3929,43301,44063
3930,41751,42627
3931,39267,40138
3932,37029,37788
3933,34799,35859
3934,32598,34535
3935,31302,33288
3936,31606,33584
3937,31596,33568
3938,31383,33457
3939,30822,32989
3940,30477,32757
3941,30576,32850
3942,29930,32122
3943,29398,31612
3944,29047,31264
3945,29059,31149
3946,29627,32675
3947,30691,33955
3948,33058,35929
3949,36120,38058
3950,39542,40475
3951,41195,42113
3952,42573,43586
3953,42889,43983
3954,43489,44607
3955,43608,44728
3956,43623,44639
3957,43579,44583
3958,43652,44670
3959,43693,44778
3960,43837,44915
3961,43481,44624
3962,43192,44662
3963,43083,44501
3964,42956,44333
3965,42596,43978
3966,42217,43161
3967,42661,43602
3968,43509,44450
3969,44452,45393
3970,45332,46256
3971,45552,46452
3972,46625,47414
3973,47986,48689
3974,47778,48522
3975,46546,47413
3976,45423,46344
3977,43616,44537
3978,41846,42761
3979,39366,40286
3980,37359,38184
3981,35089,35843
3982,32708,34414
3983,31376,33393
3984,31555,33476
3985,31373,33351
3986,31176,33136
3987,30470,32620
3988,29801,32098
3989,29837,32115
3990,29247,31424
3991,28457,30684
3992,28045,30334
3993,28053,30471
3994,28696,32032
3995,29629,32842
3996,32012,34788
3997,35135,37192
3998,38657,40188
3999,40402,42019
4000,41556,43203
4001,41916,43609
4002,42772,44475
4003,43016,44777
4004,43269,45024
4005,43298,45050
4006,43524,45275
4007,43646,45406
4008,43737,45522
4009,43366,45187
4010,42992,44807
4011,42911,44670
4012,42995,44543
4013,42304,43861
4014,42278,43552
4015,42607,43887
4016,43362,44390
4017,43997,45025
4018,44180,45181
4019,44166,45114
4020,44561,45365
4021,46709,47423
4022,47313,48069
4023,46474,47399
4024,45279,46197
4025,43552,44468
4026,42091,43034
4027,39803,40720
4028,37935,39027
4029,35887,37291
4030,33377,35241
4031,32077,34345
4032,32424,34702
4033,32164,34428
4034,31779,34027
4035,30848,33089
4036,30245,32470
4037,30296,32513
4038,29493,31788
4039,28737,31014
4040,28201,30406
4041,28186,30440
4042,28733,31856
4043,29576,32539
4044,31949,34389
4045,35153,36826
4046,38602,39282
4047,40586,41333
4048,41877,42719
4049,42244,43119
4050,43100,44013
4051,43409,44322
4052,43477,44410
4053,43499,44467
4054,43613,44594
4055,43859,44835
4056,43848,44844
4057,43458,44477
4058,43035,44004
4059,42795,43651
4060,42619,43462
4061,42072,42955
4062,41835,42850
4063,42422,43448
4064,43000,44026
4065,43629,44621
4066,44099,45034
4067,43834,44661
4068,44218,44945
4069,46244,46953
4070,47006,47640
4071,45902,46736
4072,44954,45725
4073,43368,43992
4074,41718,42478
4075,39508,40379
4076,37485,38229
4077,35349,36121
4078,33107,34611
4079,31812,33833
4080,31987,33895
4081,31801,33656
4082,31516,33508
4083,30707,32826
4084,30255,32304
4085,30240,32326
4086,29495,31593
4087,28789,31006
4088,28271,30446
4089,28267,30405
4090,28786,30673
4091,29449,31148
4092,31923,33283
4093,35026,36298
4094,38263,38956
4095,40044,40768
4096,41376,42217
4097,41704,42598
4098,42506,43281
4099,42690,43484
4100,42638,43444
4101,42649,43422
4102,42688,43588
4103,42897,43843
4104,43058,44000
4105,42443,43394
4106,42190,43140
4107,42022,42968
4108,41916,42871
4109,41353,42327
4110,40768,41794
4111,40923,41949
4112,41443,42419
4113,42094,42979
4114,42570,43306
4115,42297,42967
4116,42787,43455
4117,44624,45273
4118,45365,45941
4119,44140,44816
4120,42816,43666
4121,41385,42230
4122,39980,40826
4123,38211,39105
4124,36525,37391
4125,35046,36465
4126,33265,35207
4127,32166,34129
4128,32399,34174
4129,32192,34154
4130,31569,33527
4131,30609,32269
4132,30163,32118
4133,29880,31699
4134,29283,31262
4135,28499,30579
4136,27792,29874
4137,27482,29632
4138,27450,29530
4139,27205,29137
4140,27901,29662
4141,29044,30265
4142,30662,31281
4143,31799,32415
4144,33820,34434
4145,35647,36257
4146,37117,37721
4147,37625,38355
4148,38194,38949
4149,38315,39099
4150,38548,39383
4151,38540,39382
4152,38659,39509
4153,38266,39188
4154,37853,38708
4155,37441,38279
4156,37197,38031
4157,36813,37647
4158,36617,37450
4159,36868,37701
4160,37076,37908
4161,38050,38875
4162,39197,39932
4163,40199,40893
4164,40558,41223
4165,41903,42538
4166,42674,43368
4167,41804,42567
4168,40643,41527
4169,39362,40284
4170,38116,39033
4171,36867,37754
4172,35736,36655
4173,34761,36007
4174,33118,35116
4175,32064,34060
4176,32556,34546
4177,32334,34319
4178,31983,34021
4179,31605,33586
4180,31235,33233
4181,30769,32849
4182,29946,32019
4183,29191,31259
4184,28661,30657
4185,28453,30396
4186,28674,30495
4187,28465,30283
4188,28989,30874
4189,29706,31589
4190,30567,32209
4191,31462,32326
4192,33166,33749
4193,34488,35071
4194,35675,36258
4195,36455,37038
4196,37026,37688
4197,37374,38136
4198,37642,38449
4199,37481,38291
4200,37043,37853
4201,36796,37605
4202,36487,37339
4203,35928,36717
4204,35711,36521
4205,35607,36423
4206,35685,36502
4207,36030,36763
4208,36545,37131
4209,36761,37347
4210,36746,37335
4211,36728,37316
4212,37315,37908
4213,39163,39713
4214,41327,42040
4215,40533,41293
4216,39390,40194
4217,37718,38535
4218,36281,37097
4219,34126,35196
4220,31898,33163
4221,29811,30969
4222,28181,29388
4223,27549,28839
4224,29087,30377
4225,30036,31327
4226,30101,31392
4227,29976,31402
4228,29851,31339
4229,29470,31018
4230,29021,30569
4231,28742,30253
4232,29155,31150
4233,30266,32228
4234,33002,34906
4235,35765,37573
4236,39573,40196
4237,42128,42887
4238,43236,44132
4239,43132,43976
4240,44004,44843
4241,44293,45134
4242,44056,44900
4243,44017,44854
4244,44022,44860
4245,43888,44724
4246,43883,44722
4247,43416,44254
4248,43080,43917
4249,43096,43932
4250,43141,43978
4251,42811,43649
4252,42466,43304
4253,42791,43629
4254,43251,44089
4255,43682,44518
4256,44011,44847
4257,43782,44618
4258,43400,44238
4259,43343,44080
4260,43458,44048
4261,44389,44979
4262,44625,45357
4263,43409,44227
4264,42408,43223
4265,40166,40980
4266,38093,38917
4267,35434,36726
4268,33086,34944
4269,31087,33365
4270,29394,31762
4271,28784,31143
4272,30018,32343
4273,31001,33329
4274,30875,33153
4275,30703,33015
4276,30318,32652
4277,29949,32283
4278,29444,31850
4279,29227,31651
4280,29607,32918
4281,30646,34014
4282,33487,36552
4283,36283,39126
4284,39972,41246
4285,42303,43336
4286,43071,44199
4287,42850,44024
4288,43361,44189
4289,43406,44253
4290,43460,44284
4291,43439,44220
4292,43399,44184
4293,43351,44174
4294,43432,44242
4295,43084,43939
4296,42874,43659
4297,42551,43325
4298,42439,43212
4299,42100,42885
4300,41807,42664
4301,42154,43010
4302,42715,43574
4303,43304,44162
4304,43573,44432
4305,43175,43961
4306,42614,43263
4307,42480,43046
4308,42418,42970
4309,43135,43744
4310,44474,45213
4311,43362,44198
4312,42340,43173
4313,40246,41080
4314,38255,39092
4315,35630,37048
4316,33129,34814
4317,30955,32557
4318,29453,31053
4319,28691,30364
4320,29877,31544
4321,30705,32367
4322,30563,32222
4323,30382,32035
4324,30012,31653
4325,29627,31225
4326,29156,30719
4327,29022,30616
4328,29492,32237
4329,30520,33225
4330,33341,35995
4331,36112,38135
4332,39805,40689
4333,42087,42668
4334,42931,43657
4335,42511,43324
4336,42886,43696
4337,42970,43777
4338,42904,43711
4339,42789,43593
4340,42789,43596
4341,42776,43582
4342,42794,43601
4343,42439,43248
4344,42186,42992
4345,41905,42710
4346,41701,42508
4347,41371,42185
4348,40938,41821
4349,41226,42109
4350,41562,42445
4351,41987,42869
4352,42098,42912
4353,41633,42439
4354,40932,41740
4355,40543,41353
4356,40474,41266
4357,41704,42489
4358,43269,44057
4359,42334,43196
4360,41294,42089
4361,39240,40035
4362,37829,38677
4363,35369,36225
4364,32832,33693
4365,30787,32200
4366,29166,30643
4367,28460,29791
4368,29431,30755
4369,30181,31489
4370,30049,31488
4371,29811,31255
4372,29375,30896
4373,29104,30478
4374,28589,29956
4375,28507,29855
4376,28839,30252
4377,29878,31197
4378,32580,34317
4379,35283,37025
4380,39260,40320
4381,41795,42577
4382,42855,43610
4383,42611,43421
4384,43101,43907
4385,43230,44035
4386,43231,44035
4387,43166,43972
4388,43275,44080
4389,43208,44012
4390,43163,43967
4391,42691,43496
4392,42332,43140
4393,41923,42730
4394,41728,42535
4395,41246,42060
4396,40863,41758
4397,40958,41858
4398,41321,42224
4399,41664,42513
4400,41753,42580
4401,41432,42255
4402,40915,41738
4403,40642,41465
4404,40639,41438
4405,41366,42176
4406,42157,43035
4407,42631,43508
4408,41317,42183
4409,39220,40040
4410,37430,38288
4411,34951,35802
4412,32571,33510
4413,30635,32039
4414,29032,30612
4415,28330,29910
4416,29240,30698
4417,29838,31315
4418,29721,31277
4419,29480,31040
4420,29100,30722
4421,28775,30349
4422,28305,29820
4423,28015,29437
4424,28542,29834
4425,29549,30725
4426,32353,33833
4427,34954,36370
4428,38838,39377
4429,41660,42222
4430,42816,43615
4431,42645,43562
4432,43300,44214
4433,43352,44269
4434,43385,44204
4435,43337,44143
4436,43362,44167
4437,43362,44167
4438,43289,44095
4439,42734,43543
4440,42000,42805
4441,41510,42316
4442,41068,41874
4443,40401,41215
4444,39889,40772
4445,39513,40396
4446,39623,40506
4447,40014,40896
4448,40236,41048
4449,39998,40800
4450,39693,40495
4451,39555,40356
4452,39593,40374
4453,40442,41234
4454,40983,41837
4455,40382,41245
4456,39159,40019
4457,37458,38321
4458,35876,36678
4459,33927,34781
4460,32052,33193
4461,30449,31579
4462,28932,30100
4463,28195,29535
4464,28892,30032
4465,29327,30508
4466,28951,30032
4467,28466,29546
4468,27909,29148
4469,27604,28934
4470,26961,28533
4471,26544,28267
4472,26319,27805
4473,26372,27693
4474,27252,28419
4475,27760,28755
4476,29399,29928
4477,30983,31639
4478,32923,33603
4479,34270,34967
4480,35621,36376
4481,36087,36853
4482,36424,37190
4483,36490,37288
4484,36414,37270
4485,36286,37148
4486,36068,36931
4487,35550,36413
4488,34947,35807
4489,34430,35287
4490,34019,34876
4491,33398,34255
4492,33175,34032
4493,33071,33928
4494,33114,33978
4495,33557,34416
4496,34568,35413
4497,34950,35810
4498,34926,35753
4499,34779,35510
4500,34838,35453
4501,35620,36235
4502,37331,37940
4503,36893,37572
4504,35842,36654
4505,34658,35521
4506,33406,34267
4507,32026,32878
4508,30617,31390
4509,29268,30042
4510,27866,28798
4511,27106,28145
4512,27904,28754
4513,28358,29244
4514,27970,28909
4515,27560,28450
4516,27054,28168
4517,26706,28061
4518,26101,27669
4519,25784,27352
4520,25659,27226
4521,25747,27155
4522,25928,27240
4523,26006,27206
4524,27016,28337
4525,28208,29229
4526,29533,30297
4527,30759,31431
4528,32385,32906
4529,33536,34062
4530,34273,34799
4531,34489,35049
4532,34817,35424
4533,35011,35700
4534,35229,36012
4535,35029,35881
4536,34302,35158
4537,33829,34684
4538,33633,34488
4539,33296,34151
4540,33190,34048
4541,33198,34046
4542,33598,34360
4543,34063,34739
4544,34456,35063
4545,34537,35144
4546,34665,35271
4547,34582,35163
4548,34753,35358
4549,35970,36536
4550,38103,38710
4551,37624,38314
4552,36866,37685
4553,35385,36248
4554,34114,34974
4555,32198,33127
4556,30226,31222
4557,28355,29793
4558,27101,28553
4559,26481,27997
4560,27385,28955
4561,27992,29509
4562,27838,29415
4563,27603,29174
4564,27216,28785
4565,27000,28559
4566,26633,28195
4567,26501,28006
4568,26922,27760
4569,27987,28653
4570,30506,31030
4571,32511,33036
4572,35711,36326
4573,37908,38543
4574,39853,40585
4575,40770,41591
4576,41870,42750
4577,42055,42943
4578,42107,42996
4579,42039,42928
4580,42066,42953
4581,41973,42858
4582,41963,42813
4583,41709,42593
4584,41412,42299
4585,41247,42130
4586,41203,42086
4587,40926,41809
4588,40928,41810
4589,41005,41884
4590,41372,42250
4591,41931,42809
4592,42337,43215
4593,42337,43215
4594,41827,42705
4595,41618,42498
4596,41478,42339
4597,42030,42897
4598,42564,43426
4599,41811,42668
4600,40515,41375
4601,38293,39156
4602,36445,37305
4603,34185,35038
4604,31801,32739
4605,29862,31449
4606,28267,29919
4607,27671,29296
4608,28519,29908
4609,29116,30548
4610,28977,30493
4611,28604,30177
4612,28203,29744
4613,27839,29344
4614,27400,28862
4615,27227,28698
4616,27589,28802
4617,28660,29737
4618,30915,32087
4619,32914,33969
4620,36091,36601
4621,38263,38770
4622,39999,40656
4623,40772,41557
4624,41475,42196
4625,41470,42265
4626,41463,42270
4627,41386,42183
4628,41443,42244
4629,41493,42271
4630,41484,42252
4631,41177,41954
4632,40801,41605
4633,40387,41190
4634,40178,40980
4635,39844,40655
4636,39594,40473
4637,39477,40293
4638,39636,40481
4639,40237,41040
4640,40550,41349
4641,40264,41062
4642,39699,40392
4643,39315,39858
4644,39178,39687
4645,39673,40188
4646,41460,42072
4647,40995,41688
4648,39524,40367
4649,37794,38589
4650,35818,36610
4651,33455,34308
4652,31058,31729
4653,29036,29618
4654,27492,28189
4655,26693,27477
4656,27545,28182
4657,28108,28693
4658,27950,28532
4659,27733,28309
4660,27288,27792
4661,26947,27450
4662,26477,26980
4663,26417,26953
4664,26717,27289
4665,27818,28321
4666,30086,30593
4667,32232,32740
4668,35354,35865
4669,37574,38085
4670,39240,39877
4671,39950,40653
4672,40819,41522
4673,41108,41811
4674,41150,41854
4675,41195,41899
4676,41255,41958
4677,41108,41813
4678,41079,41786
4679,40630,41339
4680,40547,41299
4681,40120,40821
4682,39928,40630
4683,39433,40145
4684,39358,40223
4685,39266,40149
4686,39433,40316
4687,39801,40614
4688,40054,40856
4689,39796,40600
4690,39045,39718
4691,38767,39293
4692,38475,39010
4693,38930,39448
4694,40822,41388
4695,40794,41478
4696,39584,40378
4697,37871,38675
4698,36350,37140
4699,34180,34883
4700,31849,32447
4701,29956,30469
4702,28331,29082
4703,27376,28500
4704,28134,28913
4705,28664,29387
4706,28396,29196
4707,28012,28738
4708,27552,28424
4709,27185,28146
4710,26686,27796
4711,26586,27700
4712,26941,27681
4713,27777,28445
4714,29849,30358
4715,32011,32518
4716,35071,35581
4717,37379,37889
4718,39253,39761
4719,40247,40771
4720,41132,41832
4721,41419,42186
4722,41549,42266
4723,41555,42245
4724,41594,42210
4725,41611,42255
4726,41669,42344
4727,41390,42128
4728,41327,42124
4729,40885,41688
4730,40716,41495
4731,40332,41123
4732,40142,41022
4733,39964,40847
4734,39872,40685
4735,40199,41001
4736,40493,41292
4737,40098,40911
4738,39710,40586
4739,39356,40120
4740,39044,39829
4741,39050,39774
4742,40128,40836
4743,39360,40072
4744,38037,38841
4745,36170,37057
4746,34542,35426
4747,32661,33521
4748,30661,31362
4749,28770,29476
4750,27074,28474
4751,26271,28030
4752,27057,28666
4753,27556,29155
4754,27283,28877
4755,26760,28364
4756,26227,28080
4757,25748,27648
4758,25313,27463
4759,24944,27096
4760,24928,26920
4761,25294,27122
4762,26050,27577
4763,26743,27874
4764,28403,28939
4765,29927,30628
4766,31593,32475
4767,32892,33717
4768,34269,35152
